Frequency (Hz)	Level (dB)
626.481628	-72.971802
627.154541	-73.791687
627.827454	-73.280495
628.500366	-74.298439
629.173279	-73.857574
629.846191	-73.603203
630.519104	-73.293388
631.192017	-72.817497
631.864929	-72.734909
632.537842	-72.323929
633.210754	-72.961090
633.883667	-73.202461
634.556580	-72.827263
635.229492	-72.829155
635.902405	-73.571472
636.575317	-74.178535
637.248230	-73.931175
637.921143	-73.633133
638.594055	-73.543350
639.266968	-72.969673
639.939880	-73.287643
640.612793	-74.003227
641.285706	-73.814720
641.958618	-73.032219
642.631531	-72.676720
643.304443	-73.863892
643.977356	-73.093979
644.650269	-73.004837
645.323181	-72.675293
645.996094	-72.767227
646.669006	-73.375900
647.341919	-72.737335
648.014832	-73.307648
648.687744	-73.305977
649.360657	-72.285606
650.033569	-72.756653
650.706482	-73.966995
651.379395	-73.265923
652.052307	-73.028900
652.725220	-71.566681
653.398132	-71.387405
654.071045	-71.809601
654.743958	-73.241676
655.416870	-73.195168
656.089783	-73.091156
656.762695	-72.096222
657.435608	-71.997864
658.108521	-72.314941
658.781433	-71.617577
659.454346	-71.679016
660.127258	-71.478317
660.800171	-70.934006
661.473083	-73.009972
662.145996	-72.855637
662.818909	-72.327919
663.491821	-72.380463
664.164734	-72.775528
664.837646	-71.720459
665.510559	-72.218842
666.183472	-73.272408
666.856384	-73.474449
667.529297	-73.012192
668.202209	-72.766335
668.875122	-72.234955
669.548035	-72.201843
670.220947	-72.117401
670.893860	-70.602386
671.566772	-71.225578
672.239685	-71.788399
672.912598	-72.898605
673.585510	-71.966713
674.258423	-71.910362
674.931335	-71.563232
675.604248	-71.747620
676.277161	-71.584358
676.950073	-70.526329
677.622986	-71.806107
678.295898	-71.841499
678.968811	-71.413040
679.641724	-71.334587
680.314636	-70.872070
680.987549	-71.867546
681.660461	-72.977287
682.333374	-72.112473
683.006287	-71.805267
683.679199	-71.584373
684.352112	-72.607689
685.025024	-71.959358
685.697937	-70.182663
686.370850	-71.355370
687.043762	-71.073799
687.716675	-71.614738
688.389587	-72.057289
689.062500	-71.585670
689.735413	-71.038742
690.408325	-71.410141
691.081238	-70.940903
